Title,Body
"Detox, Energize, Clear Your Skin, Get Healthy and Possibly Lose Weight","Hi Everyone!  So the holiday season has ended with lots of memories and gifts that we've brought back with us! But with all that happiness, most of us brought back a few things we could all live without during the holidays:  the stress, the fatigue, and those 3-5 extra pounds that seem to come oh-so-easily.

Being here on campus, it is easy to get caught up in homework, deadlines, family, significant others and activities and our health takes a toll as a result. 

I say its time to take care of yourself and your body. That's why I want to invite you to experience winter quarter differently than you ever have before -- to enjoy every single moment of the season without feeling that overwhelming guilt and worry that hangs over us like a cloud. Let's wake up after finals week lighter and leaner than you are right now! Let's do this together. Register for my 28-Day Nourish and Evolve and join others across the country who are starting the program together.  I will teach you everything you need to know to breeze through the holidays with confidence and control you need. Let's start the New Year WAY and get ahead of your resolutions.

Register for a 7, 14, or 28 day detox and tell them that Rose sent you! http://www.snenutrition.com/ 

Here's what you get when you register for the program: 
Here's a few things you will have when you register for my program:

    *A Prep Week to help ease your way in so that you can start learning, planning, setting your goals and connecting with other participants.
    *A guided 5 Day Reset Detox & Cleanse with 5 full days of food, no stimulants and no hunger
    *A guided 13 Day Adjust New Eating Plan in which you will eat 5 healthy meals and snacks per day
    *28-Days of Supportive Materials from me, delivered to your inbox daily via videos, handouts, shopping lists, recipes and action steps
    *You'll feel Lighter!  You’ll likely lose weight if you're body needs to; (5-8lbs) 
    *You'll have More Energy.  You will be able to do more things you love.
    *You'll be More Productive.  As you feel better and can stay more focused.
    *You'll have a strong sense of Confidence.  That comes from taking care of yourself and your new, renewed energy
    *You'll have a happy and positive semester! 

Don't wait! Isn't it time you did something for yourself? You deserve it. And I'm going to help you get that feeling of confidence that you will radiate throughout the holidays. Register now!  http://www.snenutrition.com/ 

Need something sweet that doesn't leave you feeling guilty? I'm going to share one of my free recipes with you, filled with deliciousness and nutrition. My vegan, gluten free, diabetes friendly, raw brownie recipe will leave you wanting for more. Perfect for those holiday parties and make the whole family happy!

Ingredients:

    2 1/2 Cups Medjool Dates (Pitted, soaked in warm water for 5 mins)
    2 Cups Raw Walnuts 
    1/2 Cup Unsweetened Cacao
    1/2 Cup Unsweetened Cacao Nibs (optional, but highly recommended)
    1 Cup Raw Almonds (chopped, and soaked overnight)
    2 TBS Chia Seeds 
    for sweeter brownies add 1 TBS of agave nectar
    Pinch Himalayan Crystal Salt

Directions:
1. In a food processor, blend walnuts into a fine ground.
2. Add cacao powder and salt and pulse to combine then add dates individually until the mixture becomes ‘crumby.’
3. In a square pan, press the walnut/cacao mixture down firmly pressing in the almonds, chia seeds and cacao nibs into the mixture.
4. Freeze for at least 2 hours and then slice into eighteen squares.


If you have more questions, please contact (text/call) 301-752-1425 or rose@whatcanyou.be (haftrm@rose-hulman.edu) or twitter @whatcanube for more details!"
Sub-Lease for Spring/Summer < $300/mo including utilities,"Hi! Looking for a sublease for six months? Let me know! The house is in Riley and has a bathroom shared with one other person.  There's a strong preference for females!  Send an e-mail, or text for more info! haftrm@rose-hulman.edu or 301-752-1425."
Six Month Lease on Prius,"Hi! Would anyone like to 'rent' a Prius for six months?  There would be $300 payment plus insurance! Let me know! haftrm@rose-hulman.edu 301-752-1425

Have a great semester! 
Rosie"
Lost ID,"Hello everyone, sorry about sending a Sharepoint, but I forgot to get my ID after my team's volley ball game tonight, and no one from my team picked it up and it wasn't there when I went back to look for it. We played a team from Percopo, so I think it might have accidentally gotten mixed in with their IDs. If you do find my ID (I'm Daniel Korff) if you could please email me at korffdm@rose-hulman.edu so I can get it back that would be awesome. Thanks!"
Money Found,"I found some money and a business card in the Root Quadrangle this morning between 2nd and 3rd period. Email me to describe and claim.

Thanks, 
Erin"
Found Glove,"I found a glove in a hallway in Olin yesterday. It is striped with a few different shades of brown. If it is yours please email me (willermd@rose-hulman.edu) in the next few days. Otherwise, I'll be turning it in to the APO lost and found. Thanks!"
Selling DE book,"Taking Differential Equations 1 or 2 next quarter? Get an early jump and buy the textbook now. I'm selling an international version for $75. The bookstore sells it at $150 new and $115 used, so you're getting a pretty good deal. Email me at latimeja@rose-hulman.edu if you're interested."
Navy Nuclear Propulsion Program,"Sorry for the spam...

I am interested in contacting the Navy Nuclear Propulsion Program recruiters for Rose-Hulman. I've looked all over the internet, but can't find their names or email address. Will someone in this program provide this?

Thank you!

Anna
klineal@rose-hulman.edu"
Yu-gi-oh players wanted,"Okay. I know how incredibly nerdy this sounds, but I've gotten pretty nostalgic. I've been getting caught up with the game for a while now, but unfortunately, the closest tournaments are in Indy. I was just wondering if anyone here still played or would be willing to sell/trade cards or duel for fun. Let me know if you're interested by emailing me at reebth@rose-hulman.edu."
Lost headphone splitter,"If anyone found a white three-way headphone splitter in the Percopo 1 hallway Friday night/Saturday morning, please return to BSB 316 or let me know at liebmame@rose-hulman.edu. Thank you!"
LOST - Calculus book,"I lost my Calculus book (Thomas' Calculus 12th edition, red cover). 
I may have left it in the Union or G317.
It can be identified by a fault line running up the spine from the bottom. 
If found, please return to Sean Carter in Mees 212."
Grocery Purchasing Survey (MA-223 Project),"We're performing this survey as part of our MA 223 (Eng. Statistics) Capstone project to determine common grocery purchases of Rose students. We would appreciate it if you would take a few minutes to complete this short survey. Thanks!

https://docs.google.com/spreadsheet/viewform?formkey=dElVbGFRMldiZTNNR2dsdzRwWlQ1MEE6MQ

Note: This survey requires your Grade and Three Commonly Purchased Items to be entered. You may input up to ten items, but it is not required."
Missing Green North Face Jacket,I misplaced my green north face jacket with a set of keys inside one of the pockets. The keys belong to a ford and one pink key.
"Hey, Can we borrow some helmets?","So a group composed of a few of my friends and I is going to be leaving on Saturday to explore Buckner Cave in Bloomington, IN.  We're already borrowing some helmets from the climbing club, but our party keeps growing and the amount of helmets we have isn't
TLDR
DO YOU HAVE CAVE OR CLIMBING HELMETS THAT MY FRIENDS WOULD BE ABLE TO BORROW FOR A DAY?
ALSO HELPFUL WOULD BE HEADLAMPS, GLOVES OR KNEEPADS.

If you have these things but really don't feel like allowing us to borrow them from you, allow me to sweeten the deal with the guarantee of one free delicious sandwich, made with the finest ingredients, of your choice.  This deal also extends to a free hot pocket or free ice cream treat of your choice, but limits the number of treats delivered unto the participant to the number of items temporarily donated."
Chauncey's Foosball Tournament,Signups are Jan. 28th through Feb. 9th
Selling Samsung Droid Charge,"I have a Samsung Droid Charge 4G LTE I received for Christmas in 2011. It's in great condition (just a few minor scratches on the front and back) and has had a screen protector for most of the time I've had it. I'll include two otterbox cases (commuter & defender), a kick-stand case by verizon, an extra battery, and a docking station (total retail of ~$100 right now from Amazon).

I have the original box (it's back at home in Colorado though) but I have the original cable, wall charger, and 32 GB micro SD card with me. The phone has a clean ESN and is ready for activation (requires a qualified data plan).

It's a great phone but I upgraded to a HTC Windows Phone 8x and don't need this one anymore

I'm asking $225 obo (open to trades within reason)

(If someone commits to buying this within 4 days of posting I'll throw in some screen protectors and a car charger)

If interested contact me at tubbcc@rose-hulman.edu"
"Health, Fitness and Motivational E-mails club/group","Hi everyone!  Are any of you interested in health and fitness of any kind (energizing, getting rid of depression, positivity, working out, jogging, lifting, yoga, meditation, food balancing, good night's sleep, the food in the ARA [gluten free/diabetes/cancer diet/heart disease/vegan/vegetarian needs] and other things of the sort)? If so, let me know!  It would be great to start organizing all of us! 

Best wishes and happy 8th week! 
Rosie
haftrm@rose-hulman.edu
301-752-1425"
"SimplyWell Speaker - CHIP - Friday, February 8, 2013","CHIP
Friday, February 8, 2013
9:55 - 10:45 a.m.
HMU – Heritage Room
 


Presenters: 
Dr. Julie Fine, PhD, FNP-BC
Karen Cunningham, LPT
 
Please join us as Dr. Fine discusses CHIP (Complete Health Improvement Program). It is an 8-week program designed to change your life in a fun group atmosphere. For more information on a previous CHIP session sponsored by The Maple Center for Integrative Health, please click here.

 


To sign up, please log on to ANGEL and choose ROSExperience. Spouses are welcome to attend this event! Space is limited.

SimplyWell participants may earn 250 points under the Wellness Events category. Please log on to www.simplywell.com and enter your points within 90 days of this session.

If you have any questions, please contact Pam Pahnke at ext. 8916."
Entrepreneurship - Terre Haute Startup Weekend - Feb 8-10,"Startup Weekend is coming to Terre Haute !! February 8 - 10.

http://terrehaute.startupweekend.org/

Below is some information from the website.
----------------------------------------------------------
Ever wondered what it takes to be an entrepreneur?

Startup Weekend is a global grassroots movement of active and empowered entrepreneurs who are learning the basics of founding startups and launching successful ventures. It is the largest community of passionate entrepreneurs with over 400 past events in 100 countries around the world in 2011.

All Startup Weekend events follow the same basic model: anyone is welcome to pitch their startup idea and receive feedback from their peers. Teams organically form around the top ideas (as determined by popular vote) and then it’s a 54 hour frenzy of business model creation, coding, designing, and market validation. The weekends culminate with presentations in front of local entrepreneurial leaders with another opportunity for critical feedback.

Whether entrepreneurs found companies, find a cofounder, meet someone new, or learn a skill far outside their usual 9-to-5, everyone is guaranteed to leave the event better prepared to navigate the chaotic but fun world of startups."
Phone Found,I found a phone in girl's bathroom on Olin 1 during the 10th period today. Email me to describe and claim. Thanks. -Jess
Toyota Corolla lights on in Myer parking lot,A blue Toyota Corolla with the license plate 178GAO has its light on
"ISU Sustainability Forum - Saturday, February 2, 2013",Sustainable Food for a Sustainable Community
Chance to make money-Need a Ride,I need a ride Saturday Morning to a place not too far from the proximity of Walmart . It's  early in the morning and urgent  that I be there so I am willing to pay a hefty fee.  (215)-760-0469.
lost laptop,"Sorry for this spam. I lost my W530 in this morning. 
A name tag is on that bag. If you saw it, please shot me a message @ songd@rose-hulman.edu. Thank you."
FOR SALE: Space heater,"Lasko 5591 Touch Control Ceramic Tower Heater - retails at $89.99, I'm asking $50."
For Sale: TI-89 Titanium,"Hi I'm selling my TI-89 titanium, it is in good shape. I'm asking $110obo. Email me or text me at 517-713-3174"
For Sale: 26' LED TV,"Need a new tv? Brand New in the box never opened, asking $150. 

http://www.bestbuy.com/site/Insignia%26%23153%3B+-+26%26%2334%3B+Class+-+LED+-+1080p+-+60Hz+-+HDTV/5975302.p;jsessionid=4174C8AE162899F3CAC0055456A6E39E.bbolsp-app02-13?id=1218716792876&skuId=5975302&st=insignia%20led%20tv&cp=1&lp=3"
Lost laptop charger,"I misplaced my laptop charger today. I believe it was in O259, if anyone has picked up a charger in this classroom, please let me know, thank you. It should have my name on it, Corey Vatter. vattercw@rose-hulman.edu"
Lost laptop charger,"I misplaced my laptop charger today. I believe it was in O259, if anyone has picked up a charger in this classroom, please let me know, thank you. It should have my name on it, Corey Vatter. vattercw@rose-hulman.edu"
cell phone found,"Cell phone found in ladies restroom in Moench.  Please see Patti Staggs, F110 to claim before 2:00 Friday, Feb. 1"
Lost Track and Field Headband,"I lost my headband today in the Union. It is the kind that goes over your ears (for running) and says Rose-Hulman Track and Field on it. I need it for outdoor season, so if you found it or accidentally picked it up, please let me know!

contact: clauseca"
Lost North Face Bionic Jacket,"I have misplaced my north face bionic jacket, it is black and an XL, it has two chest pockets, if anyone has found this jacket could you please email me at milleret@rose-hulman.edu or call or text m at 502-370-8879, thank you!"
